title,section,id,source,url,author,theme_keyword,text_type,text,summary,notes
The Nail of Taking Death as a Friend,Taking Death onto the Path: Preliminaries and Main Practice,T14_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/marpa-chokyi-lodro/nail-of-death-as-friend,Marpa Chökyi Lodrö,clear light,advice,"For the common branch, depend upon a guru or Dharma friend to refresh the power of the oral instructions. Gather the accumulations by offering your possessions. Visualize yourself as your yidam deity, resting your mind single-pointedly in whatever you have experienced of the completion stage practices. For the main practice, through habituating yourself to luminosity, like the merging of a river and the ocean, or the meeting of a baby calf and its mother, your uncontrived ordinary mind, mother and son, unite as one.","The preliminary practices involve depending on the guru, gathering accumulations, and yidam visualization; the main practice is habituating to luminosity until ordinary mind (mother) and path luminosity (son) merge like a river entering the ocean.","The 'mother and child luminosity' metaphor appears here in Kagyu formulation. Key vocabulary: 'luminosity,' 'mother and child,' 'ordinary mind,' 'completion stage,' 'yidam.' Important for cross-tradition comparison. Translator: Sean Ross, 2023."
The Nail of Taking Death as a Friend,Conclusion: Liberation or Return Through the Bardo,T14_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/marpa-chokyi-lodro/nail-of-death-as-friend,Marpa Chökyi Lodrö,liberation,advice,"After your own experience of luminosity and the characteristic of the luminosity of the bardo unify as one, finally at death, the Prajñāpāramitā, luminous dharmakāya, will be attained. If that doesn't happen, the illusory body of the bardo remains for seven days or seven weeks. From this, during each of these periods of seven, an instance of natural luminosity will occur. If luminosity and the illusory body are not recognized, you will circle in the three realms. Through the force of the yogi's previous momentum, the recognition of luminosity and the illusory body dawn at this time without fail. From the power of the emergence of that recognition, the kāya of unified great Vajradhara will be attained.","If luminosity is recognized at death, dharmakāya is attained; if not, the illusory bardo body remains for seven-day periods with repeated luminosity opportunities; recognition eventually leads to the kāya of unified Vajradhara.","Describes the full arc from dying to liberation or return through the bardo. Key vocabulary: 'luminosity,' 'bardo,' 'recognition,' 'illusory body,' 'dharmakāya,' 'Vajradhara,' 'three realms.' Translator: Sean Ross, 2023."
A Wondrous Instruction for the Moment of Death,"Preliminaries: Refuge, Bodhicitta, and Amitābha Visualization",T15_S01,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/wondrous-instruction-moment-of-death,Sakya Paṇḍita Kunga Gyaltsen,phowa,practice text,"First take refuge in the Three Jewels, / Then cultivate bodhicitta, awakening-mind, / Visualize Amitābha before you, / And pay homage and make offerings to him. / These are the preliminaries.","The instruction's preliminaries are: taking refuge, generating bodhicitta, visualizing Amitābha before oneself, and making homage and offerings.","Concise statement of Sakya Amitābha practice preliminaries. Key vocabulary: 'refuge,' 'bodhicitta,' 'Amitābha,' 'visualization.' Representative of the Sakya tradition's approach to death-moment practice. Translator: Adam Pearcey, 2016."
A Wondrous Instruction for the Moment of Death,Main Part: Meditation Practice on Amitābha at Death,T15_S02,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/wondrous-instruction-moment-of-death,Sakya Paṇḍita Kunga Gyaltsen,rebirth,practice text,"Generate conviction that your misdeeds have been purified. / Let go of all forms of attachment. / And with a mind lacking any fear of death, / Practice the meditation on Amitābha. / This is the main part.","The main practice at the moment of death is to cultivate confidence in the purification of misdeeds, release all attachment, and maintain fearlessness while practicing Amitābha meditation.","Three elements of the death-moment practice: purification confidence, non-attachment, fearlessness. Key vocabulary: 'purification,' 'attachment,' 'fear of death,' 'Amitābha,' 'meditation.' Translator: Adam Pearcey, 2016."
A Wondrous Instruction for the Moment of Death,Conclusion: Dissolution into Amitābha,T15_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/wondrous-instruction-moment-of-death,Sakya Paṇḍita Kunga Gyaltsen,liberation,practice text,"Amitābha melts and dissolves into you, / So that you take on his essential nature. / Dedicate the virtue to sentient beings. / Then train in this all over again. / This is the conclusion.","In the conclusion, Amitābha melts into the practitioner so that the practitioner takes on his essential nature, and virtue is dedicated to all sentient beings.","Dissolves into you'—uses dissolution language for deity absorption, paralleling elemental dissolution at death. Key vocabulary: 'dissolves,' 'essential nature,' 'virtue,' 'dedication.' Translator: Adam Pearcey, 2016."
A Wondrous Instruction for the Moment of Death,Benefits: No Suffering at Death and Bardo Protection,T15_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/wondrous-instruction-moment-of-death,Sakya Paṇḍita Kunga Gyaltsen,liberation,practice text,"Illness and harmful influences will not arise, / And at the time of death there'll be no suffering. / In the bardos you'll be cared for by the buddhas. / And thereafter you will attain liberation. / These are the benefits.","The benefits of the Amitābha meditation practice are freedom from illness, no suffering at death, protection by the buddhas in the bardos, and eventual liberation.","Co-occurrence: 'death,' 'suffering,' 'bardos,' 'buddhas,' 'liberation.' Direct claim that practice leads from death through bardo to liberation—central to the research question. Translator: Adam Pearcey, 2016."
Meditation on Amitābha,Opening Verse from the Prayer of Good Actions,T16_S01,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/meditation-on-amitabha,Sakya Paṇḍita Kunga Gyaltsen,rebirth,practice text,"From the Good Actions: / When the time comes for me to die, / Let all that obscures me fade away, so / I look on Amitābha, there in person, / And go at once to his pure land of Sukhāvatī. / In that pure land, may I actualize every single one / Of all these aspirations!","The opening quotation from the Prayer of Good Actions aspires that at the moment of death, all obscurations fade so that one beholds Amitābha in person and goes directly to Sukhāvatī.","Canonical aspiration for pure-land rebirth at death. Key vocabulary: 'die,' 'obscurations,' 'Amitābha,' 'pure land,' 'Sukhāvatī,' 'aspirations.' Provides the scriptural anchor for the following practice. Translator: Adam Pearcey, 2016."
Meditation on Amitābha,Visualization of Amitābha and the Pure Land,T16_S02,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/meditation-on-amitabha,Sakya Paṇḍita Kunga Gyaltsen,rebirth,practice text,"When going to sleep at night, lie down on your right side and practise taking refuge and generating bodhicitta. Imagine that the place you are in is the pure-land of Sukhāvatī, and visualise yourself as your yidam deity. Consider that before you, on a lotus and moon-disc is Amitābha, red in colour, with his two hands in the mudrā of equanimity and holding an alms-bowl filled with amṛta-nectar. His legs are crossed and he is adorned with various jewelled ornaments. Imagine that he is surrounded by gurus, and, beyond them, buddhas and bodhisattvas.","The practice begins each night with visualizing one's surroundings as Sukhāvatī, oneself as the yidam deity, and Amitābha on a lotus before one—red, in equanimity, with nectar-bowl, surrounded by buddhas.","Detailed visualization language: 'Sukhāvatī,' 'yidam,' 'Amitābha,' 'lotus,' 'equanimity,' 'nectar.' Sleeping practice as parallel to the dying process (consciousness leaving and entering). Translator: Adam Pearcey, 2016."
Meditation on Amitābha,Breathing Meditation: Mind Merging with Amitābha,T16_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/meditation-on-amitabha,Sakya Paṇḍita Kunga Gyaltsen,clear light,practice text,"Then, as you breathe out, consider that your own mind dissolves into the Buddha's heart, merging with it inseparably. As you breathe in, consider that light emanates from the Buddha's heart, and, following the pathway of your speech, dissolves into your heart, so that the buddha's wisdom-mind merges inseparably with your own mind. Repeat this process three times.","On each out-breath the practitioner's mind dissolves into Amitābha's heart; on each in-breath light from his heart dissolves into the practitioner's heart—three times, merging both minds inseparably.","Uses 'dissolves' and 'merges' vocabulary parallel to death and bardo. Key co-occurrence: 'mind,' 'dissolves,' 'heart,' 'wisdom-mind,' 'merges,' 'light.' Breathing practice as rehearsal for consciousness transference. Translator: Adam Pearcey, 2016."
Meditation on Amitābha,Concluding Dissolution and Aspiration,T16_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/sakya-pandita/meditation-on-amitabha,Sakya Paṇḍita Kunga Gyaltsen,rebirth,practice text,"Then, at the end, consider that the buddhas and bodhisattvas dissolve into the gurus. The gurus then dissolve into Amitābha. Amitābha, in turn, melts into light and dissolves into you. You too melt into light, imagining that the Buddha, yidam deity and your own mind all merge together inseparably. Recite the following prayer of aspiration: / Born there in a beautiful lotus flower, / In that excellent and joyous buddha realm, / May the Buddha Amitābha himself / Grant me the prophecy foretelling my enlightenment!","The practice concludes with a sequential dissolution: bodhisattvas into gurus, gurus into Amitābha, Amitābha into the practitioner, and the practitioner into light—all merging inseparably, followed by an aspiration for lotus birth in Sukhāvatī.","The full dissolution sequence mirrors the dying process: dissolution from outside in. Key vocabulary: 'dissolves,' 'light,' 'lotus birth,' 'Sukhāvatī,' 'prophecy,' 'enlightenment.' Models the path from death to liberation through Amitābha. Translator: Adam Pearcey, 2016."
Fostering Recollection to Dispel the Torment of Deluded Perception,Supplication to the Guru and General Aspiration,T17_S01,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jamyang-khyentse-chokyi-lodro/bardo-aspiration,Jamyang Khyentse Chökyi Lodrö,aspiration prayer,aspiration prayer,"Care for me at all times with your magnificent love, alleviate all the terrors of deluded perception during this life, the next and the bardo states, inspire us to recognise the bardos and lead us to a pure realm, we pray. / You protect from all the torridity and torment of conditioned existence, / And the mere thought of you closes the door to lower realms, / Revealer of the path to liberation, gracious lord of Dharma, / Supreme guide, great face and embodiment of all sources of refuge, care for us!","The prayer opens with a supplication to the guru to protect against the terrors of deluded perception in this life, the next, and the bardos, and to lead the practitioner to a pure realm through recognizing the bardos.","The phrase 'recognise the bardos' captures the core aspiration of the text. Key vocabulary: 'bardos,' 'recognition,' 'deluded perception,' 'liberation,' 'lower realms,' 'pure realm.' Translator: Adam Pearcey, 2020."
Fostering Recollection to Dispel the Torment of Deluded Perception,The Approach of Death: Mindfulness and Instruction,T17_S02,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jamyang-khyentse-chokyi-lodro/bardo-aspiration,Jamyang Khyentse Chökyi Lodrö,dying,aspiration prayer,"When it comes time to die, may we not experience a sudden, painful end, / But instead hold the natural state of awareness / And pray to the guru with yearning faith and devotion, / While we practically apply the instructions for the moment of death. / Holding the hook of mindfulness and vigilance during meditation and thereafter, / May we recognise all these deluded perceptions / As the appearances of the intermediate state / And thus apply the path to the bardo of birth and death.","At the approach of death, the prayer aspires to maintain natural awareness and the guru's instructions, using mindfulness to recognize all arising perceptions as bardo appearances and apply them to the path.","Captures the role of mindfulness and instruction-recollection at the death moment. Key vocabulary: 'awareness,' 'mindfulness,' 'recognition,' 'bardo,' 'deluded perceptions,' 'appearances.' Translator: Adam Pearcey, 2020."
Fostering Recollection to Dispel the Torment of Deluded Perception,Bardo of Dying: Elemental Dissolution and Three Experiences,T17_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jamyang-khyentse-chokyi-lodro/bardo-aspiration,Jamyang Khyentse Chökyi Lodrö,dissolution,aspiration prayer,"When the appearances of this life are about to fade away, / The five winds will dissolve, the five chakras disintegrate. / Physical strength will diminish, the sound of voices grow unclear, / Memory will deteriorate and consciousness become dim. / Sensory awareness will fade and objects become imperceptible. / The subtle stages of dissolution are appearance, increase and attainment. / When consciousness dissolves into appearance, / The white element descends and there is total whiteness. / The thirty-three thought-states associated with anger cease. / At that time may we recognise the wisdom of appearance.","As the appearances of this life fade, the five winds dissolve, chakras disintegrate, and consciousness dims; the prayer aspires to recognize each of the three subtle experiences—appearance, increase, attainment—as their respective wisdoms.","Combines coarse and subtle dissolution vocabulary in aspiration prayer form. Key vocabulary: 'dissolves,' 'consciousness,' 'wisdom,' 'appearance,' 'increase,' 'attainment,' 'white element,' 'recognition.' Translator: Adam Pearcey, 2020."
Fostering Recollection to Dispel the Torment of Deluded Perception,Clear Light: Meeting of Mother and Child Luminosity,T17_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jamyang-khyentse-chokyi-lodro/bardo-aspiration,Jamyang Khyentse Chökyi Lodrö,clear light,aspiration prayer,"Then, when the ground luminosity of near-attainment dawns, / Beyond ordinary mental objects and clear as an autumn sky, / May the child-like path luminosity / Meet the mother that is the clear light of the ground. / If, due to our weak familiarity at that stage, / We fail in recognition, then, in an instant, / The appearances of the bardo of becoming will dawn.","As near-attainment dissolves into ground luminosity, the prayer aspires for the child luminosity of the path to meet the mother clear light of the ground; if recognition fails, the bardo of becoming dawns instantly.","Central aspiration for the meeting of mother and child luminosity—the key recognition event. Key vocabulary: 'ground luminosity,' 'mother and child,' 'clear light,' 'recognition,' 'bardo of becoming.' Translator: Adam Pearcey, 2020."
Fostering Recollection to Dispel the Torment of Deluded Perception,Bardo of Becoming and Aspiration for Fortunate Rebirth,T17_S05,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jamyang-khyentse-chokyi-lodro/bardo-aspiration,Jamyang Khyentse Chökyi Lodrö,bardo of becoming,aspiration prayer,"When the four dreadful sounds, three terrifying abysses, / And six uncertain experiences arise, / May we recollect the guru, the deity and the view, / And take rebirth in a pure celestial realm. / Even if we are connected to a place of birth, / May we close the womb-door of any lesser form of rebirth / And seek the excellent support of a dharma practitioner. / May we gain a form complete with the six elements / And meet a spiritual guide as soon as we are reborn.","In the becoming bardo, amid the four dreadful sounds, three terrifying abysses, and six uncertainties, the prayer aspires to recall the guru and deity, attain a pure realm, close the womb door to lower rebirth, and take a dharma-practitioner's form.","Comprehensive becoming-bardo vocabulary: 'dreadful sounds,' 'abysses,' 'womb door,' 'rebirth,' 'pure realm,' 'consciousness.' Also includes the aspiration for a dharma body—connecting rebirth to liberation over future lives. Translator: Adam Pearcey, 2020."
The Single Oceanic Wisdom: An Aspiration to Recognise the Bardos,Opening Prayer and Bardo of This Life,T18_S01,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/aspiration-for-bardos,Jigme Lingpa,bardo of this life,aspiration prayer,"Precious guru, embodiment of all the buddhas / Throughout the three times, / Turn your compassionate gaze towards me, / For I am without refuge and beset by deep-seated confusion. / Throughout time without beginning, I have been oppressed / By karma, destructive emotions and negative deeds. / Having won a life of leisure and fortune, / May I please the guru, and, / With wisdom arisen through study, contemplation and meditation, / Cultivate renunciation and bodhicitta, / And practice the supreme path of the six perfect actions.","After a confession of karmic misdeeds, the prayer aspires to please the guru, cultivate wisdom through study-contemplation-meditation, and practice the six perfections in the bardo of this life.","Establishes the foundation in renunciation and bodhicitta for all subsequent bardo recognitions. Key vocabulary: 'confusion,' 'karma,' 'wisdom,' 'renunciation,' 'bardo of this life.' Translator: Sean Price, 2021."
The Single Oceanic Wisdom: An Aspiration to Recognise the Bardos,Bardo of Dying: Transference and Elemental Dissolution,T18_S02,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/aspiration-for-bardos,Jigme Lingpa,bardo of dying,aspiration prayer,"In time, I'll have to pass on / To the so-called bardo of dying. / Then may I not suffer / A painful, sudden or violent death, / But by unifying basic space and awareness, / Enter the sphere of luminosity / And be freed within the primordial ground. / However, should my familiarity prove weak, / May I close the eight gateways, open the aperture of brahma, / And, through familiarity with the instruction / On the ejection of consciousness riding the subtle wind, / Take birth in Khecara, celestial abode of the vidyādharas.","The prayer aspires for a peaceful death by unifying space and awareness to enter luminosity; if that fails, phowa is applied—closing the eight gateways and ejecting consciousness to Khecara through the aperture of brahma.","Describes two outcomes at the bardo of dying: recognition and liberation, or phowa to a pure realm. Key vocabulary: 'bardo of dying,' 'awareness,' 'luminosity,' 'phowa,' 'consciousness,' 'primordial ground.' Translator: Sean Price, 2021."
The Single Oceanic Wisdom: An Aspiration to Recognise the Bardos,Elemental Dissolution and the Three Experiences,T18_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/aspiration-for-bardos,Jigme Lingpa,dissolution,aspiration prayer,"Yet if I do not actualise the bodhisattvas' / Transference of consciousness in this way, / The earth element will dissolve into itself, and I'll be unable to rise; / The water element will dissolve into itself, and mucus will leak from my nose; / The fire element will dissolve into itself, and my mouth and nose will dry up; / And when the wind element dissolves, my breath will falter, and my limbs weaken. / Next, as a result of the separation / Of the gross channels, drops and subtle winds, / The subtle experiences of appearance, increase and attainment will arise. / With the descent of the white element, / Thoughts related to desire will cease.","If phowa fails, the four elements dissolve with specific bodily signs, followed by the subtle dissolution through the three experiences of appearance (white), increase (red), and attainment, with corresponding cessation of thought-states.","Full elemental and subtle dissolution vocabulary: 'dissolves,' 'earth,' 'water,' 'fire,' 'wind,' 'appearance,' 'increase,' 'attainment,' 'white element,' 'thoughts cease.' Parallels T04 and T17 for co-occurrence analysis. Translator: Sean Price, 2021."
The Single Oceanic Wisdom: An Aspiration to Recognise the Bardos,Bardo of Dharmatā: Recognition and Liberation,T18_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/aspiration-for-bardos,Jigme Lingpa,bardo of dharmatā,aspiration prayer,"If I cannot merge with the dharmakāya / And seize the primordial expanse within, / The extremely subtle energy-mind / Will develop in reverse from near-attainment / To increase and appearance, and / As the primordially pure expanse of the basal dhātu, / The bardo of dharmatā, dawns, / May I realise it through the view of Trekchö. / As the natural luminosity of the ground, / All appearances will manifest as five-coloured light, like unfurled brocade. / Then, through my familiarity with Tögal, / May I recognise them as my own manifestation—without self-nature— / So that they are instantly exhausted within suchness.","If liberation at the dharmakāya level fails, the subtle energy-mind reverses through the experiences as the dharmatā bardo dawns; through Trekchö view and Tögal practice, five-colored light appearances are recognized as one's own and instantly exhausted.","Unique Dzogchen-specific vocabulary: 'Trekchö,' 'Tögal,' 'five-coloured light,' 'suchness,' 'exhausted.' Describes liberation through practice-specific recognition. Key for Dzogchen lexicon analysis. Translator: Sean Price, 2021."
The Single Oceanic Wisdom: An Aspiration to Recognise the Bardos,Bardo of Becoming and Final Aspiration,T18_S05,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/aspiration-for-bardos,Jigme Lingpa,bardo of becoming,aspiration prayer,"Yet, if I should wander into the bardo of becoming, / I will become an aggregate of the four 'names'— / With all senses intact and a body of mental energy. / I'll clearly recall my death and know that I've passed on, / Blown about like a feather borne upon the wind, / Barred only from the place of liberation and site of rebirth. / I'll follow the winds of karma, suffer exhaustion, / And, in terror, endure the torments of my death / Repeatedly, at the end of each and every week. / May I select an excellent entrance to future rebirth, / A physical form complete with the freedoms and advantages, / And by combining this with pure prayers of aspiration, / Obtain a form possessing the seven qualities of the higher realms.","In the becoming bardo, the mental body of four 'names' wanders blown by karmic winds, dying every seven days; the prayer aspires to select a fortunate rebirth complete with freedoms and advantages through pure aspiration.","Detailed becoming bardo vocabulary: 'mental body,' 'karmic winds,' 'seven days,' 'rebirth,' 'freedoms and advantages.' The 'feather in the wind' image evokes lack of agency. Key for bardo-of-becoming analysis. Translator: Sean Price, 2021."
Training in the Pure Realms of the Three Kāyas,Supplication to Guru Rinpoche and Meditation on Impermanence,T19_S01,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/training-in-pure-realms,Jigme Lingpa,dying,aspiration prayer,"Kyema Kyihü! O Lotus-born, master of pure awareness, / Sentient beings like me in this degenerate age possess evil karma. / When I yearn for happiness, yet contrive to create only suffering, / When my every effort is completely wrong, who can I turn to? / Life is precarious, like a chick perched on the edge of a cliff. / There's no certainty that death will not come tonight. / Planning to live forever, I am caught by the demon of distraction, / And when the henchmen of the Lord of Death come by, who will I turn to then? / Look on me with compassion, you who dwell in Ngayab Ling—Care for me, guide me, inspire me, make me one with you. / Lead me, right now, to the Copper-coloured Mountain of Glory!","Jigme Lingpa opens with urgent supplication to Guru Rinpoche: life is as precarious as a chick at a cliff's edge, death could come tonight, and only Guru Rinpoche at the Copper-coloured Mountain can offer refuge.","Strong vocabulary of impermanence, death-urgency, and guru-as-refuge. Key terms: 'death,' 'impermanence,' 'consciousness,' 'Copper-coloured Mountain,' 'Lord of Death.' Establishes the devotional context for the subsequent bardo aspiration. Rigpa Translations."
Training in the Pure Realms of the Three Kāyas,Moment of Death and Elemental Signs,T19_S02,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/training-in-pure-realms,Jigme Lingpa,dissolution,aspiration prayer,"Kyema! When my life force is spent, / The vital glow slips from my body, and breath comes in gasps, one upon the other, / When the inner supporting air withdraws, and my weak and groaning corpse severs / The links between me and loved ones in their grief, / Let me not suffer the fiercest agony, at the final moment of death, / But instead behold the ḍākinīs come to bid me welcome. / Kyihü! Earth, water, fire, air and space: as the five elements / Dissolve one by one, the visions of smoke, mirages, / Sparks and lamps become clear.","At the final moment of death—when the vital glow leaves, breath falters, and connections to loved ones are severed—the prayer aspires to see the ḍākinīs rather than suffer agony, then describes the elemental dissolution signs.","Combines the intimate, affective moment of dying (vital glow, loved ones, grief) with the standard dissolution signs (smoke, mirages, sparks, lamp). Key vocabulary: 'dying,' 'life force,' 'dissolution,' 'elements,' 'ḍākinīs.' Rigpa Translations."
Training in the Pure Realms of the Three Kāyas,"Subtle Dissolution: Appearance, Increase, Attainment",T19_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/training-in-pure-realms,Jigme Lingpa,dissolution,aspiration prayer,"And so, as consciousness dissolves into appearance, / Like an eclipse in a cloudless sky, / The red experience dawns, and red essence rises to the heart. / In turn, as appearance dissolves into increase, / Like moonbeams slanting through a skylight, / The white experience unfolds, and white essence descends. / Then, as increase dissolves into near attainment, / Like the darkness at dusk on a clear and cloudless night, / The black experience draws in, and I sink into the ālaya, the ground of all.","The three subtle experiences unfold with precise imagery: red (eclipse) → white (moonbeams through skylight) → black (dusk darkness), with corresponding movement of red and white essences and the sinking of consciousness into the ālaya.","Vivid imagistic language for the three subtle experiences—useful for tracking poetic registers. Key vocabulary: 'consciousness dissolves,' 'appearance,' 'increase,' 'attainment,' 'red,' 'white,' 'ālaya.' Note the reversal of red/white order vs. most texts. Rigpa Translations."
Training in the Pure Realms of the Three Kāyas,Ground Luminosity and Bardo of Dharmatā,T19_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/training-in-pure-realms,Jigme Lingpa,clear light,aspiration prayer,"Once again, with the eightfold separation of the life-supporting wind, / I awaken slightly from unconsciousness, and the original primordial radiance dawns, / Clear and unobstructed, like a limpid autumn sky. / While I rest in this state of empty cognizance, free from all obscuring veils, / In this moment, may I realize the primordial purity of nowness, the space that is free from conceptual mind, / As 'ordinary' awareness, fresh, vast and boundless. / And through the power of meditating in that state, / In that very instant may I seize the stronghold of / The space of the primordial ground.","After the ālaya phase, the eightfold wind separation brings a momentary awakening into primordial radiance—clear, unobstructed, like an autumn sky—and the prayer aspires to seize the stronghold of the primordial ground at that very instant.","The phrase 'ordinary awareness, fresh, vast and boundless' is a notable Dzogchen formulation for ground luminosity. Key vocabulary: 'primordial radiance,' 'awareness,' 'empty cognizance,' 'ground,' 'liberation.' Rigpa Translations."
Training in the Pure Realms of the Three Kāyas,Bardo of Dharmatā Visions and Liberation into Pure Realm,T19_S05,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/jigme-lingpa/training-in-pure-realms,Jigme Lingpa,bardo of dharmatā,aspiration prayer,"If I am not liberated in this, the first bardo, / The appearances of space dissolve into spontaneously present luminosity, / And when sound, light, rays, mandala patterns and the like arise— / The visions of the eightfold process of unfolding— / May I recognize them as my own appearances in the bardo of dharmatā, / And be liberated, like a child leaping into its mother's lap. / Yet if I am shocked by the sounds, terrified by the rays, / Frightened by the appearances of deities, and liberation eludes me, / Through the truth of the nature of reality, and through the blessing of the master, / May I be inspired and liberated, miraculously born / In the heart of a lotus flower in a natural nirmāṇakāya realm!","If the first-bardo luminosity is missed, the eightfold dharmatā visions arise; recognition as own appearances brings liberation like a child into its mother's lap; otherwise, blessing-inspired lotus birth in a nirmāṇakāya realm.","The 'child leaping into mother's lap' metaphor for recognition and liberation appears here. Key vocabulary: 'dharmatā,' 'visions,' 'recognition,' 'liberation,' 'lotus birth,' 'nirmāṇakāya.' Rigpa Translations."
Prayer for this Life the Next and the Bardos,Invocation of the Lineage and Aspiration for All Three States,T20_S01,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/khenchen-ngawang-palzang/prayer-this-life-next-bardo,Khenchen Ngawang Palzang,aspiration prayer,prayer,"Vimalamitra, who realized the maṇḍala of the supreme state, / Longchenpa, who revealed the dharmakāya Samantabhadra, / And Pema Ledrel Tsal, to you I pray: / Hold me with compassion in this life, the next, and the bardo state!","The prayer opens by invoking the Dzogchen lineage—Vimalamitra, Longchenpa, and Jigme Lingpa (Pema Ledrel Tsal)—and aspires for their compassionate protection across this life, the next life, and the bardo states.","Invokes the Dzogchen lineage for bardo protection. Key vocabulary: 'dharmakāya,' 'Samantabhadra,' 'bardo state,' 'this life,' 'next life.' Short but defines the three-context framework. Translator: Adam Pearcey, 2019."
Prayer for this Life the Next and the Bardos,Bardo of Dying: Clear Light Recognition and Dharmakāya,T20_S02,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/khenchen-ngawang-palzang/prayer-this-life-next-bardo,Khenchen Ngawang Palzang,clear light,prayer,"When the luminosity of the first bardo state arises, / May I recognise it, perfect the strength and gain stability, / Then, awakening in basic space with its six special features, / May I gain stability in the youthful vase body!","When the luminosity of the first bardo (the dying bardo) arises, the prayer aspires to recognize it, perfect one's strength, awaken in the primordially pure basic space, and gain stability in the youthful vase body.","Connects the luminosity of dying directly to the youthful vase body concept from T06. Key vocabulary: 'luminosity,' 'first bardo,' 'recognition,' 'basic space,' 'youthful vase body,' 'dharmakāya.' Translator: Adam Pearcey, 2019."
Prayer for this Life the Next and the Bardos,Bardo of Dharmatā: Saṃbhogakāya Appearances,T20_S03,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/khenchen-ngawang-palzang/prayer-this-life-next-bardo,Khenchen Ngawang Palzang,bardo of dharmatā,prayer,"When the saṃbhogakāya appearances that are rigpa's expression arise, / May I find certainty, just like a child entering its mother's lap, / And, realizing the key point of engaging with lights and awareness, / May I attain buddhahood in saṃbhogakāya form!","When the sambhogakāya appearances—the expression of rigpa—arise in the dharmatā bardo, the prayer aspires to find certainty through the recognition of lights and awareness, attaining buddhahood in sambhogakāya form.","Concise formulation of dharmatā bardo recognition and liberation. Key vocabulary: 'sambhogakāya,' 'rigpa,' 'lights,' 'awareness,' 'buddhahood.' The mother-child metaphor recurs. Translator: Adam Pearcey, 2019."
Prayer for this Life the Next and the Bardos,Bardo of Becoming: Liberation Through Pure Realm Aspiration,T20_S04,Lotsawa House,https://www.lotsawahouse.org/tibetan-masters/khenchen-ngawang-palzang/prayer-this-life-next-bardo,Khenchen Ngawang Palzang,bardo of becoming,prayer,"When the karmic bardo of becoming arises, / Then, through relying upon the five means of enlightenment without meditation, / In a pure realm where the great relief of liberation is assured, / May I attain buddhahood in a single lifetime!","When the karmic bardo of becoming arises, the prayer aspires to rely on the five means of enlightenment without meditation and attain buddhahood in a single lifetime in a pure realm.","Succinct aspiration for the becoming bardo. 'Enlightenment without meditation' (liberation through hearing, wearing, tasting, touching, remembering) is a unique vocabulary cluster. Key vocabulary: 'bardo of becoming,' 'karma,' 'liberation,' 'pure realm,' 'buddhahood.' Translator: Adam Pearcey, 2019."
